userId,movieId,title,rating
1,3000,Pataal Lok,7.5
2,3001,Upload,8.1
3,3002,The Marvelous Mrs. Maisel,8.7
4,3003,Four More Shots Please,5.3
5,3004,Fleabag,8.7
6,3005,Made in Heaven,8.3
7,3006,Homecoming,7.5
8,3007,Mirzapur,8.5
9,3008,The Family Man,8.6
10,3009,Modern Love,8.0
11,3010,Comicstaan,6.8
12,3011,Inside Edge,8.0
13,3012,The Boys,8.7
14,3013,Hanna,7.5
15,3014,Hunters,7.2
16,3015,Good Omens,8.1
17,3016,Breathe,8.4
18,3017,The Forgotten Army- Azaadi ke Liye,8.0
19,3018,Tom Clancy's Jack Ryan,8.1
20,3019,Tales from the Loop,7.5
21,3020,The Test: A New Era for Australia's Team,9.0
22,3021,The Man in the High Castle,8.0
23,3022,One Mic Stand,6.5
24,3023,Undone,8.2
25,3024,American Gods,7.8
26,3025,The Tick,7.4
27,3026,Jestination Unknown,6.2
28,3027,Man with a Plan,7.0
29,3028,Suits,8.5
30,3029,Doctor Who,8.6
31,3030,Grey's Anatomy,7.6
32,3031,The Mentalist,8.1
33,3032,Afsos,7.6
34,3033,Laakhon Mein Ek,8.3
35,3034,House,8.7
36,3035,The Good Doctor,8.2
37,3036,The Vampire Diaries,7.7
38,3037,Hostel Daze,8.7
39,3038,Mr. Robot,8.5
40,3039,Supernatural,8.4
41,3040,Dexter,8.6
42,3041,The Magicians,7.6
43,3042,Blindspot,7.4
44,3043,The Good Wife,8.3
45,3044,The Girlfriend Experience,7.1
46,3045,Chacha Vidhayak Hain Humare,7.9
47,3046,Scorpion,7.1
48,3047,Shameless,8.6
49,3048,Reign,7.5
50,3049,Downtown Abbey,8.7
51,3050,McMafia,7.7
52,3051,This is Us,8.7
53,3052,Malgudi Days Swami & Friends 1,9.5
54,3053,Nikita,7.7
55,3054,Carnival Row,7.9
56,3055,Legacies,7.5
57,3056,Bates Motel,8.2
58,3057,The Exorcist,8.1
59,3058,The Night Manager,8.1
60,3059,The Originals,8.2
